objectid,lau115cd,lau115nm,year,region,population,predictedprevalence,percentageprevalence,Noqualifications,Percentagenoqualification,Level1qualifications,percentagelevel1,Level2qualifications,percentagelevel2,Apprenticeship,percentageapprenticeship,Level3qualifications,percentagelevel3,Level4qualificationsandabove,percentagelevel4andabove,Otherqualifications,percentageotherqualifications,weeklygrosspaymean
133,E07000103,Watford,2030,"""East of England""",71693,602,0.84,12513,17.45,9501,13.25,10752,15,2104,2.93,8361,11.66,23082,32.2,5380,7.5,647.5
224,E07000206,Waveney,2030,"""East of England""",95369,658,0.69,28447,29.83,13550,14.21,15490,16.24,5196,5.45,11128,11.67,17052,17.88,4506,4.72,537.1
102,E07000069,"""Castle Point""",2035,"""East of England""",73142,493,0.67,21885,29.92,13177,18.02,12997,17.77,3393,4.64,7780,10.64,10693,14.62,3217,4.4,634.9
55,E06000056,"""Central Bedfordshire""",2035,"""East of England""",204602,"1,808",0.88,39644,19.38,30583,14.95,34714,16.97,9623,4.7,25869,12.64,55793,27.27,8376,4.09,550.9
62,E07000009,"""East Cambridgeshire""",2035,"""East of England""",67481,501,0.74,14127,20.93,8844,13.11,10556,15.64,2928,4.34,7700,11.41,19583,29.02,3743,5.55,608.2
256,E07000242,"""East Hertfordshire""",2035,"""East of England""",110139,876,0.8,18959,17.21,14893,13.52,18440,16.74,3481,3.16,13145,11.93,36867,33.47,4354,3.95,520.7
105,E07000072,"""Epping Forest""",2035,"""East of England""",101708,770,0.76,24360,23.95,15839,15.57,16544,16.27,3364,3.31,11261,11.07,25769,25.34,4571,4.49,543.9
219,E07000201,"""Forest Heath""",2035,"""East of England""",48684,518,1.06,12505,25.69,6597,13.55,6893,14.16,1961,4.03,5003,10.28,9325,19.15,6400,13.15,631.8
174,E07000145,"""Great Yarmouth""",2035,"""East of England""",79748,545,0.68,26164,32.81,12531,15.71,12846,16.11,3735,4.68,8418,10.56,11336,14.21,4718,5.92,563.6
175,E07000146,"""King's Lynn and West Norfolk""",2035,"""East of England""",122639,795,0.65,35909,29.28,17770,14.49,19850,16.19,4680,3.82,13464,10.98,23455,19.13,7511,6.12,492.8
221,E07000203,"""Mid Suffolk""",2035,"""East of England""",78907,588,0.75,17621,22.33,10963,13.89,13279,16.83,3247,4.11,9820,12.45,20864,26.44,3113,3.95,752.8
131,E07000099,"""North Hertfordshire""",2035,"""East of England""",102388,785,0.77,18416,17.99,13480,13.17,15758,15.39,3565,3.48,11632,11.36,35242,34.42,4295,4.19,537.1
176,E07000147,"""North Norfolk""",2035,"""East of England""",86830,528,0.61,23838,27.45,12236,14.09,14106,16.25,4087,4.71,9137,10.52,19326,22.26,4100,4.72,618.9
65,E07000012,"""South Cambridgeshire""",2035,"""East of England""",119342,911,0.76,18248,15.29,13275,11.12,17129,14.35,4643,3.89,13472,11.29,47852,40.1,4723,3.96,508.4
178,E07000149,"""South Norfolk""",2035,"""East of England""",101717,885,0.87,22953,22.57,13799,13.57,17362,17.07,4305,4.23,11687,11.49,27501,27.04,4110,4.04,518.6
33,E06000033,"""Southend-on-Sea""",2035,"""East of England""",140621,"1,131",0.8,34621,24.62,23075,16.41,24619,17.51,4161,2.96,16055,11.42,30691,21.83,7399,5.26,647.5
254,E07000240,"""St Albans""",2035,"""East of England""",110590,823,0.74,14268,12.9,11061,10,14763,13.35,3076,2.78,11518,10.42,51251,46.34,4653,4.21,537.1
222,E07000204,"""St Edmundsbury""",2035,"""East of England""",90683,518,0.57,20277,22.36,13260,14.62,15616,17.22,3565,3.93,10868,11.98,22278,24.57,4819,5.31,625.8
223,E07000205,"""Suffolk Coastal""",2035,"""East of England""",102401,653,0.64,21592,21.09,13784,13.46,17078,16.68,4221,4.12,11582,11.31,29678,28.98,4466,4.36,507.9
132,E07000102,"""Three Rivers""",2035,"""East of England""",69819,530,0.76,12261,17.56,9218,13.2,11045,15.82,2337,3.35,8037,11.51,23675,33.91,3246,4.65,497.5
255,E07000241,"""Welwyn Hatfield""",2035,"""East of England""",90369,831,0.92,15550,17.21,11791,13.05,13544,14.99,2866,3.17,14211,15.73,27123,30.01,5284,5.85,507.6
218,E07000200,Babergh,2035,"""East of England""",71821,497,0.69,16367,22.79,10385,14.46,12560,17.49,2818,3.92,8337,11.61,18539,25.81,2815,3.92,524.5
99,E07000066,Basildon,2035,"""East of England""",139198,"1,135",0.82,37084,26.64,25629,18.41,24568,17.65,4986,3.58,14961,10.75,25939,18.63,6031,4.33,497.2
54,E06000055,Bedford,2035,"""East of England""",125871,"1,044",0.83,25645,20.37,17313,13.75,19129,15.2,4939,3.92,14882,11.82,35417,28.14,8546,6.79,430.2
100,E07000067,Braintree,2035,"""East of England""",118098,852,0.72,26958,22.83,19524,16.53,21412,18.13,4604,3.9,14154,11.98,26212,22.2,5234,4.43,516.8
172,E07000143,Breckland,2035,"""East of England""",107507,809,0.75,30057,27.96,16104,14.98,18149,16.88,4276,3.98,11917,11.08,20046,18.65,6958,6.47,532.9
