objectid,lau115cd,lau115nm,year,region,population,predictedprevalence,percentageprevalence,Noqualifications,Percentagenoqualification,Level1qualifications,percentagelevel1,Level2qualifications,percentagelevel2,Apprenticeship,percentageapprenticeship,Level3qualifications,percentagelevel3,Level4qualificationsandabove,percentagelevel4andabove,Otherqualifications,percentageotherqualifications,weeklygrosspaymean
209,E07000191,"""West Somerset""",2035,"""South West""",29844,436,1.46,7403,24.81,4066,13.62,4989,16.72,1195,4,3189,10.69,7415,24.85,1587,5.32,483.7
93,E07000191,"""West Somerset""",2040,"""South West""",29844,442,1.48,7403,24.81,4066,13.62,4989,16.72,1195,4,3189,10.69,7415,24.85,1587,5.32,561.7
93,E07000053,"""Weymouth and Portland""",2020,"""South West""",54306,398,0.73,12236,22.53,8094,14.9,9447,17.4,2804,5.16,7102,13.08,12207,22.48,2416,4.45,508.7
93,E07000053,"""Weymouth and Portland""",2025,"""South West""",54306,392,0.72,12236,22.53,8094,14.9,9447,17.4,2804,5.16,7102,13.08,12207,22.48,2416,4.45,508.7
93,E07000053,"""Weymouth and Portland""",2030,"""South West""",54306,383,0.71,12236,22.53,8094,14.9,9447,17.4,2804,5.16,7102,13.08,12207,22.48,2416,4.45,508.7
93,E07000053,"""Weymouth and Portland""",2035,"""South West""",54306,377,0.69,12236,22.53,8094,14.9,9447,17.4,2804,5.16,7102,13.08,12207,22.48,2416,4.45,535.3
40,E07000053,"""Weymouth and Portland""",2040,"""South West""",54306,372,0.69,12236,22.53,8094,14.9,9447,17.4,2804,5.16,7102,13.08,12207,22.48,2416,4.45,508.7
28,E06000028,Bournemouth,2020,"""South West""",155224,793,0.51,29720,19.15,20105,12.95,24086,15.52,5852,3.77,24412,15.73,40951,26.38,10098,6.51,407.6
28,E06000028,Bournemouth,2025,"""South West""",155224,790,0.51,29720,19.15,20105,12.95,24086,15.52,5852,3.77,24412,15.73,40951,26.38,10098,6.51,407.6
28,E06000028,Bournemouth,2030,"""South West""",155224,790,0.51,29720,19.15,20105,12.95,24086,15.52,5852,3.77,24412,15.73,40951,26.38,10098,6.51,407.6
28,E06000028,Bournemouth,2035,"""South West""",155224,781,0.5,29720,19.15,20105,12.95,24086,15.52,5852,3.77,24412,15.73,40951,26.38,10098,6.51,648.8
288,E06000028,Bournemouth,2040,"""South West""",155224,771,0.5,29720,19.15,20105,12.95,24086,15.52,5852,3.77,24412,15.73,40951,26.38,10098,6.51,407.6
111,E07000078,Cheltenham,2020,"""South West""",96008,711,0.74,15904,16.57,10906,11.36,13778,14.35,3021,3.15,13216,13.77,34782,36.23,4401,4.58,626.6
111,E07000078,Cheltenham,2025,"""South West""",96008,708,0.74,15904,16.57,10906,11.36,13778,14.35,3021,3.15,13216,13.77,34782,36.23,4401,4.58,626.6
111,E07000078,Cheltenham,2030,"""South West""",96008,707,0.74,15904,16.57,10906,11.36,13778,14.35,3021,3.15,13216,13.77,34782,36.23,4401,4.58,626.6
111,E07000078,Cheltenham,2035,"""South West""",96008,708,0.74,15904,16.57,10906,11.36,13778,14.35,3021,3.15,13216,13.77,34782,36.23,4401,4.58,735.2
200,E07000078,Cheltenham,2040,"""South West""",96008,710,0.74,15904,16.57,10906,11.36,13778,14.35,3021,3.15,13216,13.77,34782,36.23,4401,4.58,626.6
88,E07000048,Christchurch,2020,"""South West""",40289,794,1.97,9421,23.38,5509,13.67,6718,16.67,2110,5.24,4556,11.31,10132,25.15,1843,4.57,533.1
88,E07000048,Christchurch,2025,"""South West""",40289,790,1.96,9421,23.38,5509,13.67,6718,16.67,2110,5.24,4556,11.31,10132,25.15,1843,4.57,533.1
88,E07000048,Christchurch,2030,"""South West""",40289,789,1.96,9421,23.38,5509,13.67,6718,16.67,2110,5.24,4556,11.31,10132,25.15,1843,4.57,533.1
88,E07000048,Christchurch,2035,"""South West""",40289,781,1.94,9421,23.38,5509,13.67,6718,16.67,2110,5.24,4556,11.31,10132,25.15,1843,4.57,561.7
104,E07000048,Christchurch,2040,"""South West""",40289,772,1.92,9421,23.38,5509,13.67,6718,16.67,2110,5.24,4556,11.31,10132,25.15,1843,4.57,533.1
51,E06000052,Cornwall,2020,"""South West""",442332,3161,0.71,99237,22.43,59206,13.38,76782,17.36,20102,4.54,57917,13.09,110518,24.99,18570,4.2,563.6
51,E06000052,Cornwall,2025,"""South West""",442332,"3,238",0.73,99237,22.43,59206,13.38,76782,17.36,20102,4.54,57917,13.09,110518,24.99,18570,4.2,563.6
51,E06000052,Cornwall,2030,"""South West""",442332,"3,290",0.74,99237,22.43,59206,13.38,76782,17.36,20102,4.54,57917,13.09,110518,24.99,18570,4.2,563.6
51,E06000052,Cornwall,2035,"""South West""",442332,"3,317",0.75,99237,22.43,59206,13.38,76782,17.36,20102,4.54,57917,13.09,110518,24.99,18570,4.2,556.2
112,E06000052,Cornwall,2040,"""South West""",442332,"3,344",0.76,99237,22.43,59206,13.38,76782,17.36,20102,4.54,57917,13.09,110518,24.99,18570,4.2,563.6
112,E07000079,Cotswold,2020,"""South West""",69138,499,0.72,12758,18.45,8865,12.82,10957,15.85,2236,3.23,8225,11.9,23267,33.65,2830,4.09,453.8
112,E07000079,Cotswold,2025,"""South West""",69138,514,0.74,12758,18.45,8865,12.82,10957,15.85,2236,3.23,8225,11.9,23267,33.65,2830,4.09,453.8
