objectid,lau115cd,lau115nm,region,year,predictedprevalence,% population autistic,population education,No qualifications,% no qualifications,Level 1 qualifications,% level 1 qualification,Level 2 qualifications,% level 2 qualifications,Apprenticeship,% Apprenticeship qualifications,Level 3 qualifications,% level 3 qualifications,Level 4 qualifications and above,% level 4 qualification,Other qualifications,% other qualifications,weekly gross pay mean
264,E08000007,Stockport,"""North West""",2035,"1,723",0.75%,229822,29863,17.96%,17636,10.61%,23070,13.87%,7429,4.47%,27590,16.59%,53875,32.40%,6812,4.10%,585.8
115,E07000082,Stroud,"""South West""",2035,707,0.77%,92251,38396,27.90%,20904,15.19%,20617,14.98%,2888,2.10%,12759,9.27%,28715,20.87%,13334,9.69%,509.1
280,E08000024,Sunderland,"""North East""",2035,"1,535",0.68%,227314,454,6.72%,291,4.31%,445,6.59%,47,0.70%,484,7.17%,4618,68.36%,416,6.16%,"1,066.10"
322,E09000029,Sutton,London,2035,"1,268",0.83%,152158,26164,32.81%,12531,15.71%,12846,16.11%,3735,4.68%,8418,10.56%,11336,14.21%,4718,5.92%,886.5
142,E07000113,Swale,"""South East""",2035,960,0.88%,108539,13549,10.09%,7730,5.76%,10583,7.88%,952,0.71%,13460,10.02%,70731,52.68%,17262,12.86%,"1,187.60"
30,E06000030,Swindon,"""South West""",2035,"1,440",0.86%,167774,17400,13.41%,12665,9.76%,15792,12.17%,2568,1.98%,17482,13.47%,53782,41.44%,10101,7.78%,808.2
265,E08000008,Tameside,"""North West""",2035,"1,374",0.78%,176616,8954,16.52%,6395,11.80%,7997,14.75%,1865,3.44%,6034,11.13%,19977,36.86%,2979,5.50%,977.3
217,E07000199,Tamworth,"""West Midlands""",2035,412,0.67%,61467,16328,16.68%,11559,11.81%,14307,14.62%,3968,4.05%,11281,11.53%,36420,37.21%,4004,4.09%,837.1
233,E07000215,Tandridge,"""South East""",2035,492,0.74%,66922,21065,17.16%,17378,14.16%,19880,16.20%,4778,3.89%,14916,12.15%,39406,32.11%,5308,4.32%,681.5
85,E07000045,Teignbridge,"""South West""",2035,777,0.75%,103738,37084,26.64%,25629,18.41%,24568,17.65%,4986,3.58%,14961,10.75%,25939,18.63%,6031,4.33%,705.1
109,E07000076,Tendring,"""East of England""",2035,790,0.68%,115495,16964,22.22%,11097,14.54%,12257,16.06%,4360,5.71%,9378,12.29%,18988,24.87%,3290,4.31%,684.8
116,E07000083,Tewkesbury,"""South West""",2035,604,0.90%,67358,23744,22.91%,15328,14.79%,18098,17.46%,5651,5.45%,12388,11.95%,24026,23.18%,4422,4.27%,645.8
143,E07000114,Thanet,"""South East""",2035,802,0.74%,108556,19122,25.55%,13262,17.72%,12871,17.20%,2741,3.66%,8401,11.22%,14394,19.23%,4059,5.42%,799.3
34,E06000034,Thurrock,"""East of England""",2035,"1,193",0.97%,123407,22164,24.89%,13199,14.82%,14560,16.35%,4103,4.61%,11177,12.55%,19766,22.20%,4073,4.57%,838.7
27,E06000027,Torbay,"""South West""",2035,753,0.69%,109290,21179,24.81%,11445,13.41%,13568,15.90%,4350,5.10%,10883,12.75%,20244,23.72%,3688,4.32%,661.3
86,E07000046,Torridge,"""South West""",2035,368,0.69%,53321,17907,17.65%,14410,14.20%,17461,17.21%,5779,5.69%,13524,13.33%,28326,27.91%,4075,4.02%,709.3
266,E08000009,Trafford,"""North West""",2035,"1,436",0.79%,180754,18156,18.33%,12467,12.58%,13998,14.13%,3165,3.19%,18000,18.17%,28291,28.56%,4989,5.04%,600.8
110,E07000077,Uttlesford,"""East of England""",2035,558,0.88%,63399,38172,19.56%,17500,8.97%,19612,10.05%,1862,0.95%,18106,9.28%,81591,41.81%,18302,9.38%,678.1
292,E08000036,Wakefield,"""Yorkshire and the Humber""",2035,"2,222",0.84%,265797,14536,19.63%,8869,11.98%,11914,16.09%,3015,4.07%,9015,12.18%,23736,32.06%,2954,3.99%,713.9
286,E08000030,Walsall,"""West Midlands""",2035,"1,786",0.84%,213123,22312,17.29%,15280,11.84%,21135,16.38%,4649,3.60%,15220,11.80%,44002,34.10%,6438,4.99%,659.1
325,E09000032,Wandsworth,London,2035,"2,339",0.91%,255989,22758,30.66%,10057,13.55%,11992,16.16%,4076,5.49%,9276,12.50%,13063,17.60%,3006,4.05%,709.8
7,E06000007,Warrington,"""North West""",2035,"1,224",0.75%,163477,15520,20.86%,9771,13.13%,11931,16.03%,2943,3.95%,9779,13.14%,21884,29.41%,2588,3.48%,663.4
240,E07000222,Warwick,"""West Midlands""",2035,964,0.85%,114051,17407,16.31%,14155,13.26%,18954,17.75%,3627,3.40%,13525,12.67%,34814,32.61%,4276,4.01%,628.3
133,E07000103,Watford,"""East of England""",2035,601,0.84%,71693,26361,19.22%,20055,14.62%,23266,16.96%,5221,3.81%,16977,12.38%,38301,27.92%,6976,5.09%,632.8
224,E07000206,Waveney,"""East of England""",2035,653,0.68%,95369,17079,22.83%,11565,15.46%,12720,17.00%,3244,4.34%,8814,11.78%,17406,23.27%,3981,5.32%,794.8
234,E07000216,Waverley,"""South East""",2035,668,0.69%,97478,23804,20.63%,13178,11.42%,17539,15.20%,4231,3.67%,20214,17.52%,31396,27.21%,5043,4.37%,789
98,E07000065,Wealden,"""South East""",2035,857,0.70%,122443,18622,22.42%,11388,13.71%,13304,16.02%,2939,3.54%,9779,11.77%,23604,28.42%,3421,4.12%,750.6
185,E07000156,Wellingborough,"""East Midlands""",2035,483,0.80%,60348,24378,15.16%,15900,9.89%,18875,11.74%,2689,1.67%,15928,9.90%,66091,41.09%,16979,10.56%,777.4
326,E09000033,Westminster,London,2035,"2,081",1.11%,186812,49087,20.62%,27152,11.40%,26742,11.23%,2425,1.02%,23456,9.85%,71771,30.14%,37457,15.73%,610.8
267,E08000010,Wigan,"""North West""",2035,"1,966",0.76%,257825,39877,18.45%,26437,12.23%,28374,13.13%,3648,1.69%,22208,10.28%,73299,33.92%,22269,10.30%,668.6
53,E06000054,Wiltshire,"""South West""",2035,"2,881",0.76%,380013,38384,16.34%,22077,9.40%,24045,10.24%,2623,1.12%,24779,10.55%,101172,43.07%,21821,9.29%,772.5
127,E07000094,Winchester,"""South East""",2035,713,0.75%,95110,28330,18.62%,21588,14.19%,24423,16.05%,4374,2.87%,18023,11.84%,45775,30.08%,9645,6.34%,614.2
272,E08000015,Wirral,"""North West""",2035,"1,763",0.68%,260498,29622,11.57%,16903,6.60%,21454,8.38%,2509,0.98%,25485,9.96%,137142,53.57%,22874,8.94%,928.1
235,E07000217,Woking,"""South East""",2035,574,0.72%,79185,23943,12.82%,12308,6.59%,14497,7.76%,1420,0.76%,17113,9.16%,93946,50.29%,23585,12.62%,"1,008.70"
41,E06000041,Wokingham,"""South East""",2035,"1,059",0.86%,123010,21296,23.48%,12150,13.39%,14318,15.78%,3600,3.97%,12652,13.95%,23000,25.35%,3696,4.07%,505.2
287,E08000031,Wolverhampton,"""West Midlands""",2035,"1,693",0.85%,200047,50081,17.62%,39285,13.82%,43299,15.23%,6018,2.12%,32498,11.43%,90321,31.77%,22766,8.01%,444.9
251,E07000237,Worcester,"""West Midlands""",2035,624,0.78%,80291,36163,17.83%,17685,8.72%,20563,10.14%,1981,0.98%,19456,9.59%,82727,40.78%,24281,11.97%,491.1
247,E07000229,Worthing,"""South East""",2035,644,0.75%,85971,9815,13.50%,9036,12.43%,11746,16.16%,2579,3.55%,9451,13.00%,27248,37.49%,2806,3.86%,616.7
252,E07000238,Wychavon,"""West Midlands""",2035,779,0.80%,97039,7925,18.56%,6419,15.03%,7681,17.99%,1590,3.72%,5269,12.34%,11513,26.96%,2301,5.39%,509.1
60,E07000007,Wycombe,"""South East""",2035,792,0.58%,136787,10369,24.00%,5427,12.56%,7033,16.28%,1768,4.09%,4900,11.34%,11793,27.30%,1910,4.42%,494.5
157,E07000128,Wyre,"""North West""",2035,574,0.63%,90467,23755,25.99%,11781,12.89%,14853,16.25%,4862,5.32%,11027,12.06%,20742,22.69%,4382,4.79%,450.6
14,E06000014,York,"""Yorkshire and The Humber""",2035,"1,361",0.82%,166275,14431,21.18%,9535,13.99%,11323,16.62%,3402,4.99%,8731,12.81%,17786,26.10%,2927,4.30%,572.5
